	gene_matrix_background
2160	102465618
2161	102465619
2162	102465620
2163	102465621
2164	102465622
2165	102465623
2166	102465624
2167	102465625
2168	102465626
2169	102465627
2170	102465628
2171	102465629
2172	102465630
2173	102465631
2174	102465632
2175	102465633
2176	102465634
2177	102465635
2178	102465636
2179	102465637
2180	102465638
2181	102465639
2182	102465640
2183	102465641
2184	102465642
2185	102465643
2186	102465644
2187	102465645
2188	102465646
2189	102465647
2190	102465648
2191	102465649
2192	102465650
2193	102465651
2194	102465652
2195	102465653
2196	102465654
2197	102465655
2198	102465656
2199	102465657
2200	102465658
2201	102465659
2202	102465660
2203	102465661
2204	102465662
2205	102465663
2206	102465664
2207	102465670
2208	102465671
2209	102465672
2210	102465673
2211	102465697
2212	102465698
2213	102465699
2214	102465700
2215	102465701
2216	102465702
2217	102465703
2218	102465704
2219	102465705
2220	102465706
2221	102465707
2222	102465708
2223	102465709
2224	102465710
2225	102465711
2226	102465712
2227	102465713
2228	102465714
2229	102465715
2230	102465716
2231	102465755
2232	102465756
2233	102465757
2234	102465759
2235	102465760
2236	102465761
2237	102465762
2238	102465763
2239	102465764
2240	102465765
2241	102465766
2242	102465767
2243	102465768
2244	102465769
2245	102465770
2246	102465771
2247	102465772
2248	102465773
2249	102465774
2250	102465775
2251	102465776
2252	102465777
2253	102465778
2254	102465779
2255	102465780
2256	102465781
2257	102465782
2258	102465783
2259	102465784
2260	102465785
2261	102465786
2262	102465787
2263	102465788
2264	102465789
2265	102465790
2266	102465791
2267	102465792
2268	102465883
2269	102465884
2270	102465885
2271	102465886
2272	102465887
2273	102465888
2274	102465889
2275	102465890
2276	102465891
2277	102465892
2278	102465893
2279	102465894
2280	102465896
2281	102465897
2282	102465898
2283	102465899
2284	102465900
2285	102465901
2286	102465902
2287	102465903
2288	102465904
2289	102465905
2290	102465959
2291	102465961
2292	102465962
2293	102465963
2294	102465964
2295	102465968
2296	102465979
2297	102465980
2298	102465981
2299	102465982
2300	102465983
2301	102465984
2302	102465987
2303	102465989
2304	102465990
2305	102465996
2306	102465997
2307	102466147
2308	102466151
2309	102466152
2310	102466153
2311	102466154
2312	102466155
2313	102466156
2314	102466157
2315	102466158
2316	102466159
2317	102466172
2318	102466206
2319	102466207
2320	102466208
2321	102466209
2322	102466210
2323	102466212
2324	102466213
2325	102466214
2326	102466215
2327	102466216
2328	102466217
2329	102466218
2330	102466219
2331	102466220
2332	102466221
2333	102466228
2334	102466229
2335	102466236
2336	102466237
2337	102466238
2338	102466239
2339	102466240
2340	102466241
2341	102466254
2342	102466255
2343	102466256
2344	102466257
2345	102466258
2346	102466272
2347	102466619
2348	102466620
2349	102466627
2350	102466628
2351	102466629
2352	102466630
2353	102466631
2354	102466632
2355	102466633
2356	102466634
2357	102466635
2358	102466636
2359	102466637
2360	102466638
2361	102466639
2362	102466640
2363	102466641
2364	102466642
2365	102466643
2366	102466644
2367	102466645
2368	102466646
2369	102466647
2370	102466648
2371	102466649
2372	102466650
2373	102466676
2374	102466677
2375	102466760
2376	102466761
2377	102466762
2378	102466763
2379	102466764
2380	102466765
2381	102466766
2382	102466767
2383	102466768
2384	102466769
2385	102466770
2386	102466771
2387	102466772
2388	102466773
2389	102466774
2390	102466775
2391	102466776
2392	102466777
2393	102466778
2394	102466779
2395	102466780
2396	102466781
2397	102466782
2398	102466783
2399	102466784
2400	102466785
2401	102466786
2402	102466787
2403	102466788
2404	102466789
2405	102466790
2406	102466791
2407	102466792
2408	102466793
2409	102466794
2410	102466795
2411	102466796
2412	102466797
2413	102466798
2414	102466799
2415	102466800
2416	102466801
2417	102466802
2418	102466803
2419	102466804
2420	102466805
2421	102466808
2422	102466817
2423	102466818
2424	102466819
2425	102466820
2426	102466821
2427	102466822
2428	102466823
2429	102466824
2430	102466836
2431	102466838
2432	102466839
2433	102466840
2434	102466841
2435	102466842
2436	102466843
2437	102466844
2438	102466845
2439	102466846
2440	102466847
2441	102466848
2442	102466849
2443	102466881
2444	102466882
2445	102466883
2446	102466884
2447	102466885
2448	102466886
2449	102466887
2450	102466888
2451	102466907
2452	102466913
2453	102466914
2454	102466915
2455	102466969
2456	102466987
2457	102466988
2458	102466989
2459	102466990
2460	102466991
2461	102466992
2462	102466993
2463	102466996
2464	102466998
2465	102466999
2466	102467000
2467	102467006
2468	102502
2469	102545
2470	102566
2471	102570
2472	102577427
2473	102577428
2474	102580
2475	102595
2476	102607
2477	102614
2478	102626
2479	102631498
2480	102631499
2481	102631500
2482	102631501
2483	102631503
2484	102631504
2485	102631507
2486	102631511
2487	102631513
2488	102631515
2489	102631516
2490	102631517
2491	102631520
2492	102631528
2493	102631532
2494	102631533
2495	102631539
2496	102631540
2497	102631542
2498	102631543
2499	102631544
2500	102631545
2501	102631546
2502	102631549
2503	102631550
2504	102631552
2505	102631553
2506	102631554
2507	102631556
2508	102631557
2509	102631558
2510	102631560
2511	102631562
2512	102631566
2513	102631568
2514	102631569
2515	102631570
2516	102631571
2517	102631575
2518	102631576
2519	102631577
2520	102631578
2521	102631579
2522	102631581
2523	102631584
2524	102631586
2525	102631587
2526	102631588
2527	102631592
2528	102631593
2529	102631594
2530	102631595
2531	102631598
2532	102631599
2533	102631600
2534	102631602
2535	102631604
2536	102631606
2537	102631607
2538	102631608
2539	102631609
2540	102631611
2541	102631613
2542	102631616
2543	102631618
2544	102631620
2545	102631621
2546	102631622
2547	102631623
2548	102631624
2549	102631626
2550	102631627
2551	102631632
2552	102631634
2553	102631635
2554	102631637
2555	102631639
2556	102631640
2557	102631644
2558	102631645
2559	102631646
2560	102631647
2561	102631649
2562	102631650
2563	102631654
2564	102631656
2565	102631659
2566	102631660
2567	102631661
2568	102631662
2569	102631663
2570	102631665
2571	102631666
2572	102631669
2573	102631677
2574	102631681
2575	102631682
2576	102631683
2577	102631684
2578	102631685
2579	102631686
2580	102631693
2581	102631694
2582	102631696
2583	102631702
2584	102631705
2585	102631706
2586	102631708
2587	102631709
2588	102631712
2589	102631714
2590	102631715
2591	102631717
2592	102631718
2593	102631723
2594	102631724
2595	102631725
2596	102631729
2597	102631730
2598	102631731
2599	102631733
2600	102631736
2601	102631739
2602	102631741
2603	102631745
2604	102631746
2605	102631750
2606	102631751
2607	102631753
2608	102631755
2609	102631760
2610	102631761
2611	102631762
2612	102631763
2613	102631766
2614	102631767
2615	102631771
2616	102631774
2617	102631777
2618	102631782
2619	102631783
2620	102631784
2621	102631785
2622	102631786
2623	102631788
2624	102631793
2625	102631795
2626	102631796
2627	102631798
2628	102631801
2629	102631802
2630	102631806
2631	102631807
2632	102631808
2633	102631810
2634	102631812
2635	102631813
2636	102631815
2637	102631816
2638	102631817
2639	102631818
2640	102631819
2641	102631820
2642	102631821
2643	102631822
2644	102631823
2645	102631824
2646	102631828
2647	102631829
2648	102631830
2649	102631832
2650	102631833
2651	102631839
2652	102631840
2653	102631841
2654	102631842
2655	102631843
2656	102631845
2657	102631846
2658	102631847
2659	102631851
2660	102631854
2661	102631855
2662	102631856
2663	102631858
2664	102631859
2665	102631860
2666	102631862
2667	102631864
2668	102631865
2669	102631866
2670	102631868
2671	102631869
2672	102631870
2673	102631871
2674	102631873
2675	102631874
2676	102631879
2677	102631880
2678	102631883
2679	102631885
2680	102631886
2681	102631887
2682	102631889
2683	102631890
2684	102631894
2685	102631896
2686	102631898
2687	102631899
2688	102631901
2689	102631902
2690	102631903
2691	102631904
2692	102631905
2693	102631909
2694	102631910
2695	102631914
2696	102631915
2697	102631917
2698	102631922
2699	102631926
2700	102631927
2701	102631928
2702	102631931
2703	102631932
2704	102631933
2705	102631936
2706	102631937
2707	102631938
2708	102631939
2709	102631941
2710	102631942
2711	102631945
2712	102631947
2713	102631948
2714	102631949
2715	102631950
2716	102631953
2717	102631954
2718	102631955
2719	102631958
2720	102631959
2721	102631960
2722	102631961
2723	102631962
2724	102631966
2725	102631967
2726	102631968
2727	102631969
2728	102631973
2729	102631974
2730	102631979
2731	102631980
2732	102631981
2733	102631986
2734	102631989
2735	102631991
2736	102631992
2737	102631997
2738	102631998
2739	102632
2740	102632001
2741	102632002
2742	102632004
2743	102632007
2744	102632008
2745	102632009
2746	102632011
2747	102632012
2748	102632017
2749	102632019
2750	102632020
2751	102632021
2752	102632027
2753	102632029
2754	102632034
2755	102632036
2756	102632037
2757	102632038
2758	102632040
2759	102632041
2760	102632042
2761	102632044
2762	102632045
2763	102632048
2764	102632049
2765	102632051
2766	102632055
2767	102632057
2768	102632059
2769	102632060
2770	102632061
2771	102632062
2772	102632064
2773	102632066
2774	102632069
2775	102632070
2776	102632071
2777	102632072
2778	102632075
2779	102632076
2780	102632077
2781	102632078
2782	102632080
2783	102632081
2784	102632085
2785	102632086
2786	102632087
2787	102632089
2788	102632090
2789	102632091
2790	102632092
2791	102632093
2792	102632094
2793	102632095
2794	102632096
2795	102632099
2796	102632100
2797	102632106
2798	102632108
2799	102632112
2800	102632114
2801	102632115
2802	102632116
2803	102632118
2804	102632119
2805	102632124
2806	102632127
2807	102632129
2808	102632130
2809	102632132
2810	102632134
2811	102632136
2812	102632137
2813	102632139
2814	102632140
2815	102632141
2816	102632144
2817	102632146
2818	102632148
2819	102632151
2820	102632152
2821	102632153
2822	102632154
2823	102632155
2824	102632158
2825	102632159
2826	102632161
2827	102632163
2828	102632164
2829	102632165
2830	102632167
2831	102632168
2832	102632170
2833	102632172
2834	102632174
2835	102632176
2836	102632177
2837	102632178
2838	102632179
2839	102632184
2840	102632187
2841	102632190
2842	102632191
2843	102632192
2844	102632193
2845	102632195
2846	102632197
2847	102632198
2848	102632199
2849	102632200
2850	102632204
2851	102632205
2852	102632206
2853	102632210
2854	102632211
2855	102632212
2856	102632216
2857	102632222
2858	102632225
2859	102632227
2860	102632228
2861	102632229
2862	102632230
2863	102632232
2864	102632233
2865	102632234
2866	102632236
2867	102632237
2868	102632238
2869	102632240
2870	102632241
2871	102632242
2872	102632244
2873	102632246
2874	102632247
2875	102632248
2876	102632251
2877	102632253
2878	102632257
2879	102632262
2880	102632263
2881	102632265
2882	102632266
2883	102632270
2884	102632272
2885	102632273
2886	102632274
2887	102632275
2888	102632276
2889	102632284
2890	102632286
2891	102632287
2892	102632293
2893	102632296
2894	102632297
2895	102632299
2896	102632301
2897	102632307
2898	102632308
2899	102632311
2900	102632312
2901	102632313
2902	102632317
2903	102632318
2904	102632324
2905	102632328
2906	102632331
2907	102632333
2908	102632336
2909	102632338
2910	102632339
2911	102632340
2912	102632341
2913	102632344
2914	102632345
2915	102632346
2916	102632347
2917	102632348
2918	102632350
2919	102632352
2920	102632353
2921	102632354
2922	102632358
2923	102632359
2924	102632360
2925	102632361
2926	102632362
2927	102632364
2928	102632366
2929	102632369
2930	102632372
2931	102632375
2932	102632376
2933	102632377
2934	102632378
2935	102632381
2936	102632384
2937	102632385
2938	102632387
2939	102632388
2940	102632389
2941	102632390
2942	102632391
2943	102632393
2944	102632394
2945	102632396
2946	102632398
2947	102632400
2948	102632401
2949	102632403
2950	102632404
2951	102632408
2952	102632411
2953	102632412
2954	102632414
2955	102632417
2956	102632418
2957	102632420
2958	102632423
2959	102632425
2960	102632426
2961	102632429
2962	102632430
2963	102632432
2964	102632434
2965	102632435
2966	102632438
2967	102632440
2968	102632441
2969	102632444
2970	102632447
2971	102632448
2972	102632451
2973	102632452
2974	102632453
2975	102632454
2976	102632455
2977	102632457
2978	102632458
2979	102632460
2980	102632461
2981	102632462
2982	102632464
2983	102632466
2984	102632468
2985	102632470
2986	102632472
2987	102632473
2988	102632477
2989	102632479
2990	102632481
2991	102632482
2992	102632483
2993	102632484
2994	102632488
2995	102632489
2996	102632490
2997	102632491
2998	102632492
2999	102632494
3000	102632496
3001	102632498
3002	102632499
3003	102632501
3004	102632502
3005	102632503
3006	102632505
3007	102632507
3008	102632511
3009	102632512
3010	102632513
3011	102632514
3012	102632515
3013	102632516
3014	102632517
3015	102632520
3016	102632522
3017	102632530
3018	102632531
3019	102632532
3020	102632534
3021	102632535
3022	102632540
3023	102632541
3024	102632542
3025	102632544
3026	102632545
3027	102632548
3028	102632550
3029	102632551
3030	102632554
3031	102632555
3032	102632557
3033	102632558
3034	102632559
3035	102632560
3036	102632561
3037	102632562
3038	102632563
3039	102632566
3040	102632568
3041	102632570
3042	102632571
3043	102632573
3044	102632577
3045	102632579
3046	102632580
3047	102632582
3048	102632584
3049	102632586
3050	102632589
3051	102632590
3052	102632595
3053	102632597
3054	102632601
3055	102632602
3056	102632603
3057	102632604
3058	102632605
3059	102632606
3060	102632609
3061	102632611
3062	102632613
3063	102632615
3064	102632617
3065	102632621
3066	102632623
3067	102632628
3068	102632631
3069	102632632
3070	102632634
3071	102632635
3072	102632639
3073	102632640
3074	102632643
3075	102632645
3076	102632646
3077	102632652
3078	102632654
3079	102632655
3080	102632657
3081	102632660
3082	102632661
3083	102632663
3084	102632665
3085	102632666
3086	102632668
3087	102632669
3088	102632672
3089	102632673
3090	102632675
3091	102632679
3092	102632681
3093	102632682
3094	102632683
3095	102632684
3096	102632686
3097	102632687
3098	102632688
3099	102632689
3100	102632693
3101	102632694
3102	102632697
3103	102632698
3104	102632700
3105	102632703
3106	102632707
3107	102632708
